Date, Close/Last, Volume, Open, High, Low
2020-03-04, 149.9,75244900, 152.7921, 153.304, 144.9469
2020-03-05, 144.908,54263300, 144.754, 149.15, 143.614
2020-03-06, 140.696,63314600, 138.0008, 141.4, 136.854
2020-03-09, 121.6,85368700, 121.078, 132.5996, 121
2020-03-10, 129.066,77972200, 131.886, 133.6, 121.6
2020-03-11, 126.846,67067950, 128.04, 130.716, 122.6
2020-03-12, 112.11,94545250, 116.178, 118.9, 109.25
2020-03-13, 109.324,113201250, 119, 121.514, 100.4
2020-03-16, 89.014,102447300, 93.8999, 98.974, 88.434
2020-03-17, 86.04,119972900, 88.002, 94.37, 79.2
2020-03-18, 72.244,118930800, 77.8, 80.972, 70.102
2020-03-19, 85.528,150977300, 74.9394, 90.4, 71.692
2020-03-20, 85.506,141427500, 87.64, 95.4, 85.158
2020-03-23, 86.858,82272750, 86.72, 88.4, 82.1
2020-03-24, 101,114475850, 95.46, 102.738, 94.8
2020-03-25, 107.85,106113750, 109.05, 111.4, 102.222
2020-03-26, 105.632,87110400, 109.478, 112, 102.45
2020-03-27, 102.872,71887050, 101, 105.16, 98.806
2020-03-30, 100.426,59990350, 102.052, 103.3294, 98.246
2020-03-31, 104.8,88857450, 100.25, 108.592, 99.4
2020-04-01, 96.312,66765900, 100.8, 102.791, 95.02
2020-04-02, 90.894,99292150, 96.206, 98.852, 89.28
2020-04-03, 96.002,112810400, 101.9, 103.098, 93.678
2020-04-06, 103.248,74509200, 102.24, 104.2, 99.592
2020-04-07, 109.09,89598900, 109, 113, 106.468
2020-04-08, 109.768,63280100, 110.84, 111.4416, 106.666
2020-04-09, 114.6,68250000, 112.418, 115.0364, 111.422
2020-04-13, 130.19,112377100, 118.032, 130.4, 116.106
2020-04-14, 141.978,152882550, 139.794, 148.376, 138.486
2020-04-15, 145.966,117885000, 148.4, 150.626, 142
2020-04-16, 149.042,103289300, 143.388, 151.89, 141.343
2020-04-17, 150.778,65641150, 154.456, 154.99, 149.532
2020-04-20, 149.272,73731850, 146.54, 153.114, 142.442
2020-04-21, 137.344,101045450, 146.024, 150.666, 134.758
2020-04-22, 146.422,71124150, 140.796, 146.8, 137.742
2020-04-23, 141.126,66183500, 145.52, 146.8, 140.626
2020-04-24, 145.03,66188050, 142.162, 146.146, 139.636
2020-04-27, 159.75,103407200, 147.522, 159.898, 147
2020-04-28, 153.824,76109800, 159.128, 161, 151.338
2020-04-29, 160.102,81079900, 158.034, 160.64, 156.632
2020-04-30, 156.376,142359250, 171.038, 173.964, 152.7
2020-05-01, 140.264,162659050, 151, 154.554, 136.608
2020-05-04, 152.238,96185450, 140.2, 152.4, 139.6
2020-05-05, 153.642,84958300, 157.958, 159.784, 152.436
2020-05-06, 156.516,55616150, 155.3, 157.96, 152.222
2020-05-07, 156.008,57638450, 155.442, 159.28, 154.47
2020-05-08, 163.884,80650450, 158.754, 164.8, 157.402
2020-05-11, 162.258,82598000, 158.102, 164.8, 157
2020-05-12, 161.882,79534550, 165.4, 168.658, 161.6
2020-05-13, 158.192,95327450, 164.166, 165.2, 152.66
2020-05-14, 160.666,68410950, 156, 160.672, 152.8
2020-05-15, 159.834,52592150, 158.07, 161.0097, 157.3104
2020-05-18, 162.726,58490500, 165.556, 166.944, 160.776
2020-05-19, 161.602,48182610, 163.034, 164.414, 161.216
2020-05-20, 163.112,36546355, 164.1, 165.2, 162.36
2020-05-21, 165.52,61272900, 163.2, 166.5, 159.2
2020-05-22, 163.376,49937375, 164.4348, 166.356, 162.4
2020-05-26, 163.774,40448680, 166.9, 166.92, 163.141
2020-05-27, 164.046,57747650, 164.172, 165.542, 157
2020-05-28, 161.162,36378870, 162.702, 164.95, 160.338
2020-05-29, 167,59062450, 161.75, 167, 160.842
2020-06-01, 179.62,75426500, 171.6, 179.8, 170.82
2020-06-02, 176.312,67828000, 178.94, 181.732, 174.2
2020-06-03, 176.592,39747345, 177.624, 179.588, 176.02
2020-06-04, 172.876,44438565, 177.976, 179.15, 171.688
2020-06-05, 177.132,39059585, 175.568, 177.304, 173.24
2020-06-08, 189.984,70873650, 183.8, 190, 181.832
2020-06-09, 188.134,56940750, 188.002, 190.888, 184.7862
2020-06-10, 205.01,92817050, 198.376, 205.496, 196.5
2020-06-11, 194.568,79582400, 198.04, 203.792, 194.4
2020-06-12, 187.056,83816850, 196, 197.596, 182.52
2020-06-15, 198.18,78485900, 183.558, 199.768, 181.7
2020-06-16, 196.426,70255400, 202.37, 202.576, 192.478
2020-06-17, 198.358,49454000, 197.542, 201, 196.5142
2020-06-18, 200.792,48759680, 200.6, 203.84, 198.8942
2020-06-19, 200.18,43398745, 202.556, 203.194, 198.268
2020-06-22, 198.864,31811750, 199.99, 201.776, 198.004
2020-06-23, 200.356,31826355, 199.776, 202.4, 198.802
2020-06-24, 192.17,54797950, 198.822, 200.1769, 190.6283
2020-06-25, 197.196,46272745, 190.854, 197.196, 187.43
2020-06-26, 191.948,44274540, 198.956, 199, 190.974
2020-06-29, 201.87,45132020, 193.802, 202, 189.704
2020-06-30, 215.962,84592500, 201.3, 217.538, 200.746
2020-07-01, 223.926,66634500, 216.6, 227.066, 216.1
2020-07-02, 241.732,86250600, 244.296, 245.6, 237.12
2020-07-06, 274.316,102849300, 255.338, 275.558, 253.2088
2020-07-07, 277.972,107448300, 281.002, 285.9, 267.342
2020-07-08, 273.176,81556550, 281, 283.452, 262.268
2020-07-09, 278.856,58588000, 279.398, 281.712, 270.256
2020-07-10, 308.93,116687750, 279.2, 309.783, 275.202
2020-07-13, 299.412,194926800, 331.8, 358.998, 294.222
2020-07-14, 303.36,117090700, 311.2, 318, 286.2
2020-07-15, 309.202,81839150, 308.6, 310, 291.4
2020-07-16, 300.128,71503950, 295.432, 306.342, 293.2
2020-07-17, 300.168,46649860, 302.69, 307.502, 298
2020-07-20, 328.6,85606850, 303.802, 330, 297.6
2020-07-21, 313.672,80786400, 327.986, 335, 311.6
2020-07-22, 318.466,70805400, 319.8, 325.284, 312.4
2020-07-23, 302.614,121642500, 335.79, 337.8, 296.154
2020-07-24, 283.4,96983100, 283.202, 293, 273.308
2020-07-27, 307.92,80243350, 287, 309.588, 282.6001
2020-07-28, 295.298,79043500, 300.8, 312.94, 294.884
2020-07-29, 299.822,47134465, 300.2, 306.962, 297.4
2020-07-30, 297.498,38105195, 297.6, 302.648, 294.2
2020-07-31, 286.152,61234800, 303, 303.41, 284.196
2020-08-03, 297,44046730, 289.84, 301.962, 288.8769
2020-08-04, 297.4,42074950, 299.002, 305.482, 292.4
2020-08-05, 297.004,24890075, 298.598, 299.9677, 293.662
2020-08-06, 297.916,29961565, 298.166, 303.462, 295.452
2020-08-07, 290.542,44482100, 299.9074, 299.95, 283.002
2020-08-10, 283.714,37611320, 289.6, 291.5, 277.168
2020-08-11, 274.878,43129170, 279.2, 284, 273
2020-08-12, 310.952,109494150, 294, 317, 287
2020-08-13, 324.2,102126550, 322.2, 330.236, 313.452
2020-08-14, 330.142,62888050, 332.998, 333.76, 325.328
2020-08-17, 367.128,101211600, 335.4, 369.172, 334.566
2020-08-18, 377.418,82372450, 379.798, 384.78, 369.022
2020-08-19, 375.706,61026650, 373, 382.2, 368.242
2020-08-20, 400.366,103059000, 372.136, 404.398, 371.412
2020-08-21, 409.996,107447800, 408.952, 419.098, 405.01
2020-08-24, 402.84,100318100, 425.255, 425.8, 385.504
2020-08-25, 404.668,53294450, 394.978, 405.59, 393.6
2020-08-26, 430.634,71196900, 412, 433.2, 410.7258
2020-08-27, 447.75,118465200, 436.092, 459.12, 428.5
2020-08-28, 442.68,100405900, 459.024, 463.698, 437.304
2020-08-31, 498.32,118374400, 444.61, 500.14, 440.11
2020-09-01, 475.05,90119420, 502.14, 502.49, 470.51
2020-09-02, 447.37,96176130, 478.99, 479.04, 405.1206
2020-09-03, 407,87596090, 407.23, 431.8, 402
2020-09-04, 418.32,110321900, 402.81, 428, 372.0201
2020-09-08, 330.21,115465700, 356, 368.74, 329.88
2020-09-09, 366.28,79465770, 356.6, 369, 341.51
2020-09-10, 371.34,84930610, 386.21, 398.99, 360.56
2020-09-11, 372.72,60717460, 381.94, 382.5, 360.5
2020-09-14, 419.62,83020610, 380.95, 420, 373.3
2020-09-15, 449.76,97298230, 436.56, 461.94, 430.7
2020-09-16, 441.76,72546760, 439.87, 457.79, 435.31
2020-09-17, 423.43,76779160, 415.6, 437.79, 408.0001
2020-09-18, 442.15,86406820, 447.94, 451, 428.8
2020-09-21, 449.39,109476800, 453.13, 455.68, 407.07
2020-09-22, 424.23,79580800, 429.6, 437.76, 417.6001
2020-09-23, 380.36,95074180, 405.16, 412.15, 375.8801
2020-09-24, 387.79,96561060, 363.8, 399.5, 351.3
2020-09-25, 407.34,67208460, 393.47, 408.7323, 391.3
2020-09-28, 421.2,49719560, 424.62, 428.08, 415.55
2020-09-29, 419.07,50341400, 416, 428.5, 411.6
2020-09-30, 429.01,48145570, 421.32, 433.93, 420.47
2020-10-01, 448.16,50741450, 440.76, 448.88, 434.42
2020-10-02, 415.09,71430030, 421.39, 439.13, 415
2020-10-05, 425.68,44722790, 423.35, 433.64, 419.33
2020-10-06, 413.98,49146260, 423.79, 428.7799, 406.05
2020-10-07, 425.3,43127710, 419.87, 429.9, 413.845
2020-10-08, 425.92,40421120, 438.44, 439, 425.3
2020-10-09, 434,28925660, 430.13, 434.5899, 426.4601
2020-10-12, 442.3,38791130, 442, 448.74, 438.58
2020-10-13, 446.65,34463670, 443.35, 448.89, 436.6
2020-10-14, 461.3,48045390, 449.78, 465.9, 447.35
2020-10-15, 448.88,35672350, 450.31, 456.57, 442.5
2020-10-16, 439.67,32775880, 454.44, 455.9499, 438.85
2020-10-19, 430.83,36287840, 446.24, 447, 428.87
2020-10-20, 421.94,31656290, 431.75, 431.75, 419.0501
2020-10-21, 422.64,32370460, 422.7, 432.95, 421.25
2020-10-22, 425.79,39993190, 441.92, 445.23, 424.51
2020-10-23, 420.63,33716980, 421.84, 422.8859, 407.3801
2020-10-26, 420.28,28239160, 411.63, 425.76, 410
2020-10-27, 424.68,22686510, 423.76, 430.5, 420.1
2020-10-28, 406.02,25451410, 416.48, 418.6, 406
2020-10-29, 410.83,22655310, 409.96, 418.06, 406.46
2020-10-30, 388.04,42587640, 406.8954, 407.5915, 379.11
2020-11-02, 400.51,29021120, 394, 406.9799, 392.3
2020-11-03, 423.9,34351720, 409.73, 427.77, 406.69
2020-11-04, 420.98,32143060, 430.62, 435.4, 417.1
2020-11-05, 438.09,28414520, 428.3, 440, 424.0001
2020-11-06, 429.95,21706010, 436.1, 436.57, 424.28
2020-11-09, 421.26,34833030, 439.5, 452.5, 421
2020-11-10, 410.36,30284220, 420.09, 420.09, 396.0301
2020-11-11, 417.13,17357720, 416.45, 418.695, 410.58
2020-11-12, 411.76,19940500, 415.05, 423, 409.52
2020-11-13, 408.5,19830350, 410.85, 412.5319, 401.66
2020-11-16, 408.09,26838640, 408.93, 412.45, 404.0868
2020-11-17, 441.61,61188280, 460.17, 462, 433.01
2020-11-18, 486.64,78044020, 448.35, 496, 443.5001
2020-11-19, 499.27,62475350, 492, 508.6112, 487.57
2020-11-20, 489.61,32911920, 497.99, 502.5, 489.06
2020-11-23, 521.85,50260300, 503.5, 526, 501.79
2020-11-24, 555.38,53648490, 540.4, 559.99, 526.2
2020-11-25, 574,48930160, 550.06, 574, 545.37
2020-11-27, 585.76,37561080, 581.16, 598.78, 578.45
2020-11-30, 567.6,63003050, 602.21, 607.8, 554.51
2020-12-01, 584.76,40382830, 597.59, 597.85, 572.05
2020-12-02, 568.82,47775650, 556.44, 571.54, 541.21
2020-12-03, 593.38,42552000, 590.02, 598.97, 582.43
2020-12-04, 599.04,29401310, 591.01, 599.04, 585.5
2020-12-07, 641.76,56309710, 604.9197, 648.7856, 603.05
2020-12-08, 649.88,64265030, 625.505, 651.28, 618.5
2020-12-09, 604.48,71291190, 653.69, 654.32, 588
2020-12-10, 627.07,67083150, 574.37, 627.75, 566.34
2020-12-11, 609.99,46474970, 615.01, 624, 596.8
2020-12-14, 639.83,52040650, 619, 642.7499, 610.2001
2020-12-15, 633.25,45223560, 643.28, 646.9, 623.8
2020-12-16, 622.77,42095810, 628.23, 632.5, 605
2020-12-17, 655.9,56270140, 628.19, 658.82, 619.5
2020-12-18, 695,222126200, 668.9, 695, 628.54
2020-12-21, 649.86,58045260, 666.24, 668.5, 646.07
2020-12-22, 640.34,51861640, 648, 649.88, 614.23
2020-12-23, 645.98,33172970, 632.2, 651.4999, 622.5701
2020-12-24, 661.77,22865570, 642.99, 666.09, 641
2020-12-28, 663.69,32278560, 674.51, 681.4, 660.8
2020-12-29, 665.99,22910810, 661, 669.9, 655
2020-12-30, 694.78,42846020, 672, 696.6, 668.3603
2020-12-31, 705.67,49649930, 699.99, 718.72, 691.12
2021-01-04, 729.77,48638190, 719.46, 744.4899, 717.1895
2021-01-05, 735.11,32245170, 723.66, 740.84, 719.2
2021-01-06, 755.98,44699970, 758.49, 774, 749.1
2021-01-07, 816.04,51498950, 777.63, 816.99, 775.2
2021-01-08, 880.02,75055530, 856, 884.49, 838.39
