Date, Close/Last, Volume, Open, High, Low
2020-08-26, 86.02,47157270, 86.969, 87.72, 85.2
2020-08-27, 83.8,42194220, 86.35, 86.58, 82.94
2020-08-28, 85.55,40723270, 84.3, 86.04, 84.19
2020-08-31, 90.82,90655950, 85.05, 92.64, 85.05
2020-09-01, 92.18,56117100, 91.92, 92.51, 90.1899
2020-09-02, 90.22,50366920, 94.01, 94.28, 88.74
2020-09-03, 82.54,87462690, 87.84, 88.47, 81.59
2020-09-04, 82.01,82267760, 81.45, 84.39, 76.33
2020-09-08, 78.69,54955670, 78.05, 81.88, 78
2020-09-09, 81.91,54163880, 81.4, 82.44, 79.28
2020-09-10, 78.98,51499400, 83.07, 83.31, 78.38
2020-09-11, 76.34,54762990, 79.82, 79.99, 75.04
2020-09-14, 77.9,47448680, 76.8, 78.82, 76.26
2020-09-15, 78.93,57874430, 77.66, 80.33, 75.97
2020-09-16, 76.66,38445670, 79.35, 79.72, 76.54
2020-09-17, 76.55,55619100, 74.88, 76.625, 74.2
2020-09-18, 74.93,51082860, 77, 77.4, 73.85
2020-09-21, 77.94,61311970, 74.23, 77.98, 73.88
2020-09-22, 77.7,56044740, 78.365, 78.79, 75.27
2020-09-23, 74.73,42327510, 77.39, 77.91, 74.34
2020-09-24, 75.82,57540930, 74.54, 77.25, 73.9
2020-09-25, 78.055,48206240, 76.35, 78.2, 74.67
2020-09-28, 79.48,48005490, 79.117, 79.57, 77.52
2020-09-29, 81.77,61633670, 79.3, 82.55, 79.3
2020-09-30, 81.99,51533660, 81.75, 82.94, 80.66
2020-10-01, 84.86,52177120, 83.06, 85.25, 82.86
2020-10-02, 81.8,52855050, 82.58, 84.65, 81.66
2020-10-05, 86.15,47056520, 82.55, 86.2819, 82.55
2020-10-06, 84.48,52725430, 86.21, 87.25, 83.54
2020-10-07, 86.69,43045720, 86.1, 87.79, 85.65
2020-10-08, 86.51,54240700, 88.11, 88.72, 85.95
2020-10-09, 83.1,80354390, 84.74, 85.75, 82.3465
2020-10-12, 84.29,47669700, 83.65, 85.13, 83.12
2020-10-13, 85.28,42764100, 84.86, 86.09, 83.9733
2020-10-14, 84.21,40446740, 85.86, 85.96, 83.46
2020-10-15, 83.13,33696410, 83.4, 84.7201, 82.42
2020-10-16, 83.17,31474290, 83.54, 83.99, 82.41
2020-10-19, 82,36689110, 83.62, 84.65, 81.53
2020-10-20, 81.56,38219420, 82.16, 82.69, 80.58
2020-10-21, 79.2,36426410, 81.72, 81.9299, 79.19
2020-10-22, 79.42,38006800, 79.65, 80.82, 78.42
2020-10-23, 81.96,46557680, 80.93, 81.99, 79.33
2020-10-26, 82.23,69423680, 82.55, 84.97, 80.86
2020-10-27, 78.88,156669500, 82, 82.37, 77.57
2020-10-28, 76.4,76529910, 78.73, 78.96, 75.76
2020-10-29, 78.02,52784090, 76.75, 79.18, 76.29
2020-10-30, 75.29,51426170, 77.09, 77.7, 74.23
2020-11-02, 74.7,45760660, 75.85, 76.3398, 73.7573
2020-11-03, 76.58,41231800, 74.93, 77.08, 74.6
2020-11-04, 81.35,66579710, 80.25, 81.85, 78.975
2020-11-05, 83,46542270, 83.27, 83.5, 81.85
2020-11-06, 85.88,53829940, 83.52, 86.09, 82.67
2020-11-09, 83.12,58580680, 84.24, 87.05, 82.77
2020-11-10, 77.99,67137200, 81.93, 82.13, 77.63
2020-11-11, 81.28,44611250, 79.39, 81.47, 78.97
2020-11-12, 81.84,37303110, 81.32, 83, 80.3
2020-11-13, 81.43,30448460, 82.73, 83.11, 80.7
2020-11-16, 83.73,38640840, 81.21, 83.78, 80.48
2020-11-17, 83.36,29473510, 83.93, 84.81, 82.91
2020-11-18, 82.54,29967960, 83.014, 83.955, 82.22
2020-11-19, 85.54,50116760, 82.39, 85.64, 81.72
2020-11-20, 84.64,35008430, 85.28, 86.1, 84.47
2020-11-23, 85.31,46504960, 85.52, 87.54, 84.615
2020-11-24, 85.07,36839170, 85.724, 86.11, 83.32
2020-11-25, 86.71,41349730, 85.76, 87.84, 85.52
2020-11-27, 87.19,22717640, 87.99, 88, 86.3598
2020-11-30, 92.66,84482980, 87.33, 92.74, 86.53
2020-12-01, 92.63,58670530, 92.25, 93.9, 90.78
2020-12-02, 93.74,57988820, 92.89, 96.37, 92.5253
2020-12-03, 92.31,35859720, 94.06, 94.7, 92.01
2020-12-04, 94.04,45570270, 92.58, 94.58, 90.63
2020-12-07, 94.07,39815650, 94.95, 95, 92.97
2020-12-08, 92.92,33907510, 94.05, 94.74, 91.9
2020-12-09, 89.83,52170380, 92.76, 94.7, 89.16
2020-12-10, 91.66,33804410, 89.55, 92.09, 89.0297
2020-12-11, 91.65,28368150, 91.54, 92.33, 90.16
2020-12-14, 94.78,48026430, 92.205, 95.41, 91.85
2020-12-15, 97.12,57305100, 95.93, 97.98, 95.45
2020-12-16, 96.85,34909040, 97.04, 97.27, 95.46
2020-12-17, 96.84,32023730, 97.55, 97.92, 96.25
2020-12-18, 95.92,51823100, 97.27, 97.68, 93.56
2020-12-21, 93.23,47093890, 94.25, 95.28, 91.08
2020-12-22, 93.16,35717840, 93.36, 93.55, 90.53
2020-12-23, 91.55,25993350, 93.08, 93.13, 91.46
2020-12-24, 91.81,16705910, 91.8, 92.51, 91.31
2020-12-28, 91.6,30627300, 92.93, 93.14, 90.82
2020-12-29, 90.62,31748210, 91.66, 92.46, 89.4301
2020-12-30, 92.29,25844970, 90.78, 92.85, 90.19
2020-12-31, 91.71,24930680, 92.1, 92.3, 90.87
2021-01-04, 92.3,51802550, 92.11, 96.06, 90.915
2021-01-05, 92.77,34207990, 92.1, 93.2077, 91.41
2021-01-06, 90.33,51911660, 91.62, 92.28, 89.46
2021-01-07, 95.16,42897160, 91.33, 95.51, 91.2
2021-01-08, 94.58,39816400, 95.98, 96.4, 93.27
